Period,SG,SN,SV,BG,BN,BV
195710,-8.1775,-5.5618,-8.3167,-3.771,-3.4032,-7.2925
195711,3.2423,1.4379,1.0654,3.0955,2.0285,-0.5021
195712,-4.601,-4.6361,-5.8547,-3.9214,-2.3392,-5.8875
195801,12.2097,10.4795,11.9149,3.3984,5.9843,12.0687
195802,-1.6496,-0.5519,-0.4213,-1.8071,-0.5695,-2.2917
195803,5.0565,3.7479,3.1447,3.4064,3.1886,3.4058
195804,2.948,1.748,4.368,3.332,2.4877,5.1872
195805,6.4635,4.2162,4.2805,2.0583,2.6022,3.7347
195806,2.1201,3.2161,2.9834,3.1465,2.6668,3.0753
195807,4.2728,6.0856,7.1336,4.3856,3.9451,7.609
195808,4.3451,3.023,3.2318,1.7085,1.8375,3.5333
195809,5.498,4.3611,7.7889,4.7619,4.3211,8.1716
195810,6.9245,2.8114,3.0463,2.607,2.7162,4.1345
195811,7.6833,4.2122,4.0856,3.3185,2.1206,4.5387
195812,2.8277,3.088,3.8361,4.975,6.9394,3.9448
195901,4.3735,5.2178,5.6035,-0.6209,2.7223,4.0781
195902,2.5211,3.5493,2.9076,0.4613,1.7224,2.2671
195903,1.6729,1.6354,1.7328,0.7407,-0.1205,-0.0759
195904,3.9707,3.4581,2.1226,4.7089,2.5844,3.8935
195905,-1.2238,0.4901,1.3377,2.7434,0.5822,3.5877
195906,1.6546,0.5842,1.8299,-0.3827,0.3597,2.1358
195907,2.1926,2.8033,3.5632,3.9858,2.3997,3.0828
195908,-1.8264,-1.2879,-1.913,-1.3623,-0.9888,-0.3839
195909,-5.3937,-4.4946,-3.995,-5.0278,-3.2554,-5.3237
195910,3.9851,2.5816,1.1012,1.4436,1.7574,0.1319
195911,3.8418,2.0089,0.5945,3.0144,-0.1104,-0.1725
195912,3.4321,2.3715,2.1134,2.9765,2.5142,4.16
196001,-5.8275,-3.2499,-2.8628,-8.2078,-4.3858,-5.5931
196002,2.0596,1.3904,0.5956,1.3112,2.2972,-1.0929
196003,-2.2424,-2.3782,-3.9046,-0.881,-1.0728,-5.0967
196004,0.1394,-2.1206,-2.9882,-1.571,-1.3543,-3.0143
196005,5.2694,1.7891,2.451,4.3053,1.8302,-0.2716
196006,2.3749,2.6222,1.4522,2.5647,1.7305,2.7993
196007,-3.3039,-1.8785,-1.4318,-3.4769,-0.2945,-1.2884
196008,4.1835,3.5137,4.1669,2.7378,4.1273,2.3875
196009,-7.7262,-5.8708,-6.0058,-6.7352,-4.3791,-5.148
196010,-6.7683,-2.2654,-2.762,-0.614,-0.0592,1.0929
196011,6.4194,4.9598,3.1327,5.4248,3.9969,3.9773
196012,4.0537,3.4659,2.4035,3.5644,7.3694,3.6988
196101,7.5175,7.6734,9.6199,4.9162,7.7692,10.1383
196102,7.7303,6.4322,7.3587,4.0441,2.5625,3.1417
196103,7.2967,4.8776,5.9946,2.1715,4.082,2.075
196104,1.0751,0.1386,2.3956,-0.3161,1.1,2.6644
196105,3.5567,5.0471,4.8259,3.1987,1.5064,2.6756
196106,-5.9183,-4.4171,-5.5313,-2.2745,-3.2281,-2.8821
196107,-0.5142,1.3058,1.3313,3.1593,3.4684,1.1407
196108,0.7691,0.3628,1.1012,3.2055,1.9696,2.3077
196109,-4.6924,-3.1527,-3.3019,-1.176,-3.0048,-3.7784
196110,0.8745,3.3382,0.2788,2.2585,3.98,3.1468
196111,6.5024,5.7677,4.7062,4.8918,4.0792,4.2212
196112,-1.2784,0.3138,0.3555,-0.2199,0.348,1.7303
196201,-2.605,-0.8636,2.2592,-5.0016,-1.9019,0.3934
196202,0.7054,0.73,1.7967,1.8606,2.4049,2.4047
196203,0.4216,-1.0915,-0.5598,-0.3751,-0.2814,-2.1517
196204,-6.3111,-7.292,-6.8347,-6.6656,-5.566,-6.0788
196205,-12.252,-10.316,-9.5501,-9.0826,-6.7714,-6.2353
196206,-9.7765,-7.4881,-7.059,-9.0125,-6.9429,-6.6288
196207,8.943,5.8503,6.5235,7.8649,5.4376,3.4812
196208,4.5675,3.4857,2.4701,2.7447,1.6319,2.494
196209,-8.0572,-7.0621,-6.2402,-5.0148,-4.6676,-4.314
196210,-4.9603,-3.2098,-2.1041,0.5823,0.7325,0.3196
196211,14.9374,13.5907,14.4064,11.3537,9.8898,13.8057
196212,-3.5883,-1.4128,-2.198,1.5329,1.8483,0.8372
196301,7.6553,8.147,9.8473,4.9537,4.2891,7.2031
196302,-2.5588,-1.4926,-0.0273,-2.7851,-1.8234,-0.9838
196303,-0.0316,1.6893,2.4157,3.4082,3.3743,5.0932
196304,3.6602,2.8367,4.8296,4.9908,4.4787,5.7941
196305,1.8071,3.2432,5.4338,2.252,1.1867,3.682
196306,-1.2773,-1.9336,-1.7724,-2.326,-1.4666,-0.332
196307,-1.0767,-0.6453,-1.1208,-0.0397,0.5459,-1.8676
196308,4.4504,4.4599,5.7598,5.3905,4.6233,7.7192
196309,-3.066,-0.4674,-1.9766,-1.0644,-1.7019,-1.8044
196310,1.1626,1.7174,2.7084,3.8443,1.2355,2.2246
196311,-2.8652,-1.2518,-0.3618,-0.248,-1.453,0.6578
196312,0.3544,0.5545,0.2025,2.0377,3.0376,2.0627
196401,0.7691,2.6731,3.9768,2.6875,2.7291,2.5448
196402,1.5849,2.1222,4.1642,1.4255,1.6582,4.5586
196403,0.6106,4.1038,5.1609,0.9237,3.0113,3.1123
196404,-1.696,-0.3047,-1.4665,0.4175,1.2053,-1.124
196405,0.921,1.1713,2.0914,1.5115,1.1688,4.3262
196406,1.3077,1.2494,2.0197,1.6682,1.3153,2.3891
196407,1.5604,3.036,2.6545,1.9135,2.2886,2.2783
196408,-1.5072,-0.3842,-1.2173,-1.2295,-0.8238,-1.3754
196409,3.3448,2.9054,3.6037,2.3738,3.5006,5.5627
196410,1.0815,1.2867,2.3201,0.2716,1.8227,1.3373
196411,-0.1132,-0.3563,0.0785,0.4995,0.9192,-3.5961
196412,0.3389,-0.8002,-1.5351,1.1216,-0.294,-2.0393
196501,6.9819,5.9117,6.6407,3.961,2.7936,4.6314
196502,3.698,3.4139,4.3201,0.6003,0.0347,0.2909
196503,0.9099,0.5819,1.5227,-1.1259,-1.6676,0.3708
196504,3.0286,4.4247,5.3205,3.8043,2.4929,2.8693
196505,-0.1316,-0.8669,-1.3233,-0.2717,0.1046,-2.3406
196506,-9.8895,-8.8536,-8.5932,-4.5574,-4.9639,-4.7378
196507,2.5221,3.0984,4.0875,1.3343,1.6322,4.1297
196508,6.5969,5.0218,5.0927,2.9229,2.841,2.504
196509,3.8169,3.835,3.8155,3.7694,2.2624,3.5859
196510,5.941,5.4618,6.3147,2.7744,2.0364,5.4895
196511,3.9838,4.8801,4.709,0.0041,-0.1666,-0.2972
196512,3.9448,3.4843,4.6346,0.8421,0.9142,4.0673
196601,4.4139,5.6319,6.9139,-0.2491,1.3035,4.269
196602,3.9304,3.1378,3.4968,-1.6213,-0.7961,-0.6484
196603,-0.3617,-2.9833,-2.044,-1.5599,-2.6395,-4.0093
196604,5.7684,4.812,5.5394,2.4054,1.8047,1.5507
196605,-10.0901,-9.972,-10.3267,-4.1394,-5.1533,-7.0464
196606,0.8245,0.0327,-0.018,-2.0016,-0.0517,-0.1531
196607,-2.2769,-1.6858,-0.7671,-1.6458,-0.5398,-1.1721
196608,-11.0713,-9.806,-10.4455,-7.63,-6.6426,-7.3849
196609,-2.0082,-0.9552,-1.5018,-0.9876,0.1932,-0.5054
196610,-3.8969,-0.2031,-0.0697,3.3118,7.1703,5.1947
196611,7.5145,4.5942,2.7363,3.7109,-0.9993,-0.5612
196612,3.4322,2.6192,0.6885,-0.3486,1.4116,-0.1645
196701,17.5311,16.366,17.7266,7.9167,6.3368,12.6306
196702,4.5547,3.0019,3.1351,1.9899,-0.3277,-0.8887
196703,5.8708,6.4788,5.6456,4.3169,3.6047,5.461
196704,5.5954,3.8223,3.413,5.9967,1.7901,3.1401
196705,-1.5246,-1.1647,-2.2875,-4.9518,-3.6673,-2.1994
196706,9.5563,7.9934,8.3513,1.4807,1.9897,4.5906
196707,6.9552,7.6439,10.156,4.9096,3.4693,7.306
196708,-0.4316,0.8942,0.4312,-0.7451,-0.9227,1.1666
196709,6.8718,5.3287,4.677,3.8156,2.677,1.0491
196710,-0.774,-2.2586,-3.4941,-1.5084,-3.738,-5.5464
196711,1.3083,1.3591,-0.8293,1.088,0.2927,-0.178
196712,10.964,7.5313,8.1637,2.1463,3.2459,4.044
196801,-1.4959,0.8579,3.4097,-6.1524,-1.2539,-1.4731
196802,-7.477,-5.0551,-5.0851,-3.3022,-2.1119,-3.332
196803,-0.7593,-1.0539,-0.552,1.8221,-0.7169,0.3842
196804,17.2872,14.3462,13.254,10.2331,5.369,11.9879
196805,9.7386,8.3438,8.8497,2.458,0.1493,5.0613
196806,-0.2357,1.4903,1.4466,-0.0109,3.5887,-0.3316
196807,-5.6338,-2.5044,0.2537,-4.5138,0.126,0.4089
196808,3.8866,3.4835,4.655,1.1297,1.4708,2.3831
196809,7.354,6.794,6.5425,3.3244,4.2897,4.7868
196810,-0.5367,2.0667,1.322,-0.6301,1.7051,3.2164
196811,8.5463,8.2685,6.7536,5.5059,5.5179,5.5018
196812,0.3114,-0.5043,-1.1012,-4.8693,-3.2611,-3.4469
196901,-1.7715,-1.0703,-0.7027,-1.8122,0.134,0.4467
196902,-10.3101,-8.1991,-7.508,-3.9565,-5.3261,-5.0357
196903,3.1256,2.1639,3.1777,3.8935,2.5399,2.8058
196904,0.8069,1.981,1.1077,3.2355,0.4067,2.8683
196905,-0.3011,0.8552,0.0729,-0.1795,0.7259,0.873
196906,-12.1767,-11.2335,-10.9359,-3.4192,-7.8957,-6.8579
196907,-11.2056,-9.3964,-7.4504,-4.7782,-7.5776,-6.0924
196908,7.469,5.1705,3.8384,6.6874,4.3467,2.6554
196909,-0.4187,-2.1647,-2.7839,-0.5988,-3.544,-4.766
196910,10.8714,7.9188,7.2836,6.2235,4.6078,3.7343
196911,-5.4777,-5.2438,-6.4138,-2.1679,-3.8128,-3.5242
196912,-4.916,-5.7387,-6.3474,0.2211,-1.9141,-4.3466
197001,-6.1245,-5.1186,-2.249,-8.0711,-8.5067,-5.6418
197002,2.5726,3.5737,6.1782,3.6362,7.8447,8.0638
197003,-5.1179,-1.231,0.0775,-1.8955,1.5024,1.0884
197004,-20.6361,-14.0127,-11.244,-10.5827,-9.4876,-7.5503
197005,-11.2118,-10.6876,-8.0728,-7.946,-4.1753,-4.2226
197006,-8.7627,-7.1443,-6.0305,-5.4278,-3.1428,-6.9597
197007,7.3875,6.9998,6.7216,5.1859,9.6879,7.8725
197008,6.2555,7.06,6.4905,4.0366,5.3464,5.8435
197009,17.2408,10.5265,9.3846,7.265,0.3313,3.8656
197010,-6.8805,-6.9104,-4.1431,-0.6127,-1.6183,-2.8593
197011,0.2792,2.2012,2.428,5.1437,5.6425,6.3271
197012,7.9714,9.6557,9.2484,5.3251,6.7776,5.7722
197101,10.5742,12.8347,12.5927,4.7103,3.8165,5.3581
197102,4.444,3.4459,2.4054,2.3918,0.3145,1.998
197103,8.9354,4.9925,4.6614,5.9258,3.0762,2.074
197104,3.0757,3.8812,3.3266,4.0073,2.5907,5.177
197105,-4.1404,-5.497,-5.2544,-2.756,-4.1981,-4.5989
197106,0.34,-1.5848,-2.0783,1.173,-0.1624,-0.0553
197107,-6.8818,-4.3078,-5.8753,-4.1921,-3.5106,-4.866
197108,4.4373,3.6992,6.5994,5.5529,1.2015,8.5091
197109,0.8146,-0.8604,-2.0301,0.3948,-1.2223,-2.5307
197110,-6.2388,-4.322,-6.5231,-3.8632,-3.4938,-4.3227
197111,-2.9143,-2.2635,-4.0974,0.8792,-0.3505,-1.403
197112,13.5985,11.1573,12.1921,9.026,8.4282,9.611
197201,9.2012,6.7915,10.4858,2.6684,0.3557,5.2441
197202,4.8424,3.0295,2.7685,4.4638,1.0486,0.9371
197203,1.545,-0.1343,-0.5419,2.2149,-1.3804,0.9413
197204,0.3803,1.159,0.4481,0.7181,0.108,1.1216
197205,-1.7724,-1.3324,-2.7063,3.0166,0.9051,-1.5032
197206,-3.3006,-2.5635,-3.2232,-1.0201,-2.7737,-6.3066
197207,-5.1879,-3.0932,-2.0206,0.5939,-1.1612,-1.1493
197208,-0.8531,2.0182,2.5042,1.4429,7.0612,7.3698
197209,-3.518,-2.6599,-3.1597,-0.4657,-1.0465,0.1991
197210,-2.5601,-0.1688,-1.0487,0.4995,2.2806,1.5884
197211,3.621,5.798,6.4442,2.9413,6.5453,9.7485
197212,-0.9776,-1.0497,-2.2661,2.6455,-0.7847,-0.5468
197301,-7.8472,-5.1043,-3.6872,-2.6074,-2.1848,-1.4221
197302,-11.2245,-7.6592,-5.8702,-2.9772,-4.9153,-4.9026
197303,-4.1194,-2.6439,-1.2383,-1.3218,0.4973,1.2495
197304,-11.5845,-5.3693,-5.0098,-6.1004,-2.5283,-1.4411
197305,-10.2604,-7.1297,-7.3392,-0.9359,-2.0453,-3.3646
197306,-5.351,-2.8949,-2.6798,-0.9258,-0.355,-0.853
197307,18.3031,10.1965,9.0334,6.361,2.2833,4.9829
197308,-3.8775,-5.2814,-4.0385,-3.3284,-2.9852,-0.5228
197309,10.8841,9.6867,8.6138,2.2546,9.1962,8.5361
197310,-2.4405,0.1981,0.9555,-0.1849,-0.3823,0.477
197311,-22.6564,-17.8185,-16.1739,-12.5208,-10.002,-11.1823
197312,-2.3139,-2.2879,-1.3666,-1.3357,5.5907,5.526
197401,7.4766,10.2374,13.7716,-1.0405,-1.1006,4.6429
197402,0.035,0.4761,1.9063,-1.1101,1.1915,2.7333
197403,-0.4384,-0.6524,0.4368,-1.8057,-3.3887,-3.2324
197404,-6.3541,-5.8975,-3.6558,-3.5684,-5.8549,-4.3661
197405,-7.0392,-8.0218,-6.8355,-1.6436,-5.1494,-6.0084
197406,-3.2436,-2.5638,-1.0976,-2.0515,-1.7303,-2.6403
197407,-6.6183,-4.2468,-2.9919,-9.4335,-4.4055,-2.7839
197408,-9.4649,-7.9662,-7.4409,-10.0776,-5.6487,-7.1108
197409,-11.7615,-7.0497,-7.2908,-13.6776,-6.066,-7.1702
197410,14.435,7.6359,7.9434,21.3957,11.2576,7.9021
197411,-5.1426,-4.3475,-5.5043,-4.0321,-3.4626,-3.9813
197412,-7.1183,-5.5941,-7.7423,-3.2633,-0.0309,-2.6419
197501,24.4571,26.822,30.5646,10.5497,16.9433,21.3261
197502,6.7129,3.1748,3.6833,8.1963,2.7863,2.1044
197503,7.648,6.8648,8.3489,2.8911,1.5542,7.1649
197504,6.5169,3.3116,3.1667,5.6844,2.1014,6.8207
197505,10.222,6.8458,6.8985,5.6654,5.856,0.9491
197506,6.968,7.4171,6.2531,4.3148,6.3601,7.6772
197507,-3.0051,-2.3885,-2.5578,-7.494,-3.98,-4.543
197508,-4.5322,-4.331,-6.6298,-2.2363,-1.6368,-2.0301
197509,-3.9912,-3.3516,-3.4483,-3.9177,-2.7162,-3.7902
197510,1.248,3.4946,1.9748,6.5249,5.8184,6.4848
197511,1.3389,2.4071,3.7902,3.0319,3.5588,4.5056
197512,-1.5618,-0.3129,-0.851,-1.8073,0.3716,0.9543
197601,14.9679,18.4289,24.7458,10.8017,14.5477,18.3284
197602,6.5662,7.3538,12.3109,-1.3227,1.8413,4.635
197603,1.3192,1.5093,1.7702,2.8537,2.9455,2.2491
197604,-0.9139,-0.9825,-1.161,-1.5956,0.2514,-1.6193
197605,-0.9023,-1.9966,-3.5788,-0.6182,-1.5689,-0.5348
197606,3.9362,3.6734,3.8372,4.4744,5.1444,5.878
197607,-1.0849,0.7067,0.6847,-1.2132,0.2627,0.3881
197608,-3.4821,-1.3472,-1.2681,-0.3102,1.1942,-0.9139
197609,3.4911,2.4445,2.2913,2.1759,3.16,2.8993
197610,-2.6723,-1.4771,-2.089,-2.4707,-1.1725,-3.3552
197611,3.6492,3.1782,3.8926,-0.7328,2.4415,2.0466
197612,9.6061,9.5655,10.0231,4.7862,6.6399,8.7706
197701,0.7942,2.2136,3.2009,-6.308,-1.584,-0.2155
197702,-0.9698,-1.1897,0.1037,-1.8822,-1.4935,-1.918
197703,0.2845,0.6845,0.2546,-1.6461,-0.6174,0.4974
197704,1.1033,1.2638,2.5394,-1.1191,2.0253,4.3186
197705,-0.7746,0.1265,0.7097,-1.7848,-0.0838,-1.5795
197706,7.5298,6.1518,6.9952,5.6706,3.7338,4.8443
197707,0.0832,0.0251,0.5394,-1.4853,-1.0328,-3.1512
197708,0.7247,-0.8256,-1.4779,0.3165,-3.443,-3.0037
197709,1.6383,1.7962,0.5914,-0.6878,1.0343,-0.6705
197710,-3.8623,-2.0632,-1.5696,-4.3481,-3.7539,-3.1833
197711,8.2782,7.3441,8.1343,4.0327,3.8049,4.7539
197712,3.2399,1.4813,1.5577,0.2121,0.8753,1.1385
197801,-4.6823,-2.8495,-1.1967,-6.4202,-5.6709,-3.2811
197802,1.6193,2.5607,2.4744,-2.5106,0.3485,-1.942
197803,6.3896,6.625,7.129,2.1706,3.6348,3.8838
197804,9.9433,7.5539,7.1108,11.0822,5.5004,6.7901
197805,7.1577,5.8029,5.8587,1.9635,1.0951,2.0742
197806,-0.9265,1.0919,0.3737,-1.3823,-1.5747,-1.5871
197807,7.0118,4.96,5.7423,6.8149,4.1881,5.9198
197808,8.2497,8.1963,8.7144,3.6438,4.3026,2.0308
197809,-1.8488,-0.3837,-0.5871,-2.538,0.9711,-0.0593
197810,-23.1201,-18.4169,-18.6584,-9.9143,-9.0691,-11.5816
197811,8.8487,5.0243,4.4019,2.9563,3.2609,3.026
197812,3.0602,1.8849,1.9701,2.8513,0.7208,-0.4034
197901,8.5144,7.9616,9.5754,3.2314,5.0996,6.745
197902,-3.4385,-2.2377,-1.9085,-3.6366,-2.4471,-2.8435
197903,11.6363,8.36,8.4871,5.7551,5.6406,7.5316
197904,1.6703,2.9777,3.3134,0.2735,0.5177,0.6392
197905,-2.6334,-0.7679,-0.5496,-1.8494,-1.2511,-1.3339
197906,5.732,5.9024,6.171,3.2111,5.4269,5.6676
197907,1.992,4.0458,3.099,0.5975,1.7624,2.9835
197908,9.0274,7.413,7.3556,6.7144,5.4528,5.3443
197909,0.7755,-1.0745,-1.0473,-0.8264,0.9801,-0.7374
197910,-9.2425,-10.5588,-11.3229,-6.7422,-6.0602,-8.2863
197911,10.9805,6.8771,6.7536,6.5983,5.6775,4.0668
197912,8.1948,5.1727,5.148,2.941,1.0908,1.9077
198001,7.9577,7.6888,8.4694,4.934,6.3643,7.855
198002,-0.3811,-2.9717,-2.6325,-3.1357,2.2004,0.4348
198003,-19.3055,-16.0583,-17.3269,-9.016,-10.7042,-13.0343
198004,6.1177,6.4729,5.8284,3.8035,5.6125,6.1152
198005,8.1112,7.8309,8.1212,5.7105,5.4163,6.4692
198006,5.2751,4.4408,4.2883,3.1208,3.4927,2.4025
198007,13.2587,9.6254,7.2207,9.2997,5.2893,2.7511
198008,8.4792,4.9652,3.6362,2.1976,1.3933,1.7589
198009,5.2755,2.931,0.8533,4.1663,3.2452,-0.9598
198010,5.8175,2.3555,3.0394,1.8349,2.8734,-0.927
198011,12.5739,4.4511,2.5914,11.6268,13.477,4.8828
198012,-5.3377,-1.7657,-1.3409,-2.1916,-4.697,-0.7368
198101,-3.7662,0.7822,2.2601,-6.0007,-5.3947,1.639
198102,-0.6904,2.3739,2.7803,2.8002,1.289,1.334
198103,7.6697,8.0235,7.6466,3.8301,3.5593,5.2236
198104,2.5417,3.5657,3.8629,-2.198,-2.1497,1.0641
198105,5.0207,2.837,1.7096,0.8551,-0.5066,3.2216
198106,-5.7304,0.7604,1.2999,-3.2195,2.1039,-0.0549
198107,-2.7387,-2.3874,-1.6583,1.3885,-0.5691,-1.0541
198108,-9.9965,-5.9237,-4.6919,-6.8185,-5.4809,-2.4474
198109,-10.273,-6.5227,-4.8844,-6.3688,-5.9843,-1.3527
198110,10.4655,6.6744,5.7766,8.1493,3.9564,4.3999
198111,0.8886,4.9034,4.6053,4.0745,5.0811,4.138
198112,-2.3796,-0.9323,-1.5037,-3.1208,-2.7162,-2.4951
198201,-4.8804,-3.3077,-0.8243,-1.8884,-3.6714,0.4261
198202,-7.4855,-3.0412,-0.7483,-7.4109,-3.3638,-1.9469
198203,-2.2045,-0.4221,1.4825,-1.9557,-0.5289,1.9291
198204,6.4942,5.7221,4.1185,5.7333,3.5043,2.5752
198205,-3.5442,-2.2941,-0.965,-3.4707,-2.2853,-2.453
198206,-3.6131,-1.5731,-1.3809,-2.5236,-1.16,-1.6734
198207,-2.3628,-0.5904,-1.0567,-0.6307,-4.1458,-1.6917
198208,8.1628,8.8939,8.1555,11.3459,12.7877,13.3486
198209,2.6596,4.7112,5.2588,1.9561,2.0002,0.0139
198210,15.9413,13.1697,11.6354,12.8432,11.1546,9.6909
198211,9.866,8.6032,9.2287,7.1071,2.3298,3.9592
198212,1.3262,1.1936,0.8069,1.1378,1.1496,1.607
198301,9.6029,5.5969,4.9041,2.8091,3.2976,5.8897
198302,4.2499,6.6185,7.0768,3.6547,2.3565,2.2234
198303,2.6373,6.4006,6.2163,2.4811,4.4888,3.0031
198304,7.8996,7.9213,7.6219,5.7223,9.0223,7.1267
198305,7.9534,5.3834,4.9963,-0.1798,0.1227,-0.0677
198306,5.7152,4.3434,2.3461,5.2791,3.6625,0.7795
198307,-5.8312,-0.07,1.2817,-5.195,-2.7042,-1.0861
198308,-4.8247,-2.8132,-0.3167,-1.3215,0.9676,5.2949
198309,0.0744,2.5268,3.9753,2.5816,1.4622,0.8504
198310,-9.0605,-4.3548,-2.2027,-3.5868,-0.9153,-0.3044
198311,4.7415,4.1692,4.3756,2.8141,2.4615,1.9064
198312,-3.1765,-0.4187,0.2015,-0.6756,-1.1446,-0.6935
198401,-4.2205,-0.2725,2.0822,-5.3208,0.5829,3.6219
198402,-6.9757,-4.9963,-3.5576,-4.7417,-4.2066,-1.4438
198403,0.1246,1.3782,2.301,1.5738,1.5919,0.4112
198404,-1.205,0.0324,-0.0152,0.4552,0.1732,1.8025
198405,-5.9758,-4.7903,-4.395,-4.8086,-4.5694,-5.8792
198406,4.5523,2.0683,1.0699,4.4116,1.5686,2.6595
198407,-5.5703,-2.9916,-3.2976,-0.9989,-1.8794,-2.3168
198408,13.4205,10.3044,9.4634,11.1426,11.387,11.4553
198409,-2.7366,1.4631,2.2947,-2.3824,-0.4156,3.2338
198410,-2.2415,-0.2988,0.0335,0.7593,0.8321,-0.4861
198411,-4.5249,-0.3253,0.3778,-2.251,-1.3182,0.9992
198412,2.0517,1.6538,2.1128,2.6999,2.6696,2.242
198501,15.019,9.9635,8.7253,10.1197,8.1257,5.5995
198502,2.9428,2.8333,1.7211,1.2935,1.6786,2.2473
198503,-3.3055,-1.1897,1.3735,-1.2966,-0.5893,2.2254
198504,-2.0343,0.0943,1.6696,-1.8105,-0.8173,1.9304
198505,4.2388,4.0643,3.2833,6.0886,7.0333,5.2021
198506,1.4124,2.5273,2.4184,1.4801,1.924,1.4683
198507,2.7231,2.5364,1.0365,0.2083,-0.9611,-1.4601
198508,-2.0368,0.0202,0.2432,-1.5225,-0.0847,0.8278
198509,-7.288,-4.2557,-4.1635,-3.8594,-2.7039,-4.3703
198510,3.2146,3.6768,3.2856,4.0057,5.3782,5.4984
198511,7.7524,7.0228,6.3052,9.074,6.573,4.7607
198512,4.9399,4.1497,3.2557,5.7717,3.6276,4.4171
198601,2.3013,1.5114,2.5748,0.7669,0.4277,1.5366
198602,7.3419,7.1964,6.744,8.0018,8.2468,6.8929
198603,4.22,5.395,5.2071,6.2313,5.7958,4.357
198604,2.2673,1.2769,0.433,0.5572,-1.804,-3.3236
198605,3.3642,5.2669,3.4434,5.4296,5.5472,5.07
198606,-0.0679,0.9731,1.8963,1.8221,1.1779,2.5774
198607,-10.7032,-8.7444,-5.726,-7.2043,-5.1339,-2.6545
198608,2.1901,3.5365,4.4877,4.7422,8.6236,9.4473
198609,-8.2112,-4.8044,-4.8001,-10.069,-7.3658,-7.1599
198610,4.3695,2.8482,1.7709,5.6468,5.2913,5.5049
198611,0.0876,-0.6171,0.4662,2.1294,2.0608,1.4921
198612,-3.0478,-3.0799,-1.9635,-2.3768,-3.0551,-2.9221
198701,12.6674,10.8824,9.0739,13.8835,13.2543,10.9653
198702,9.6012,6.7515,5.0424,7.4154,3.4815,0.0428
198703,1.2461,2.7243,3.6895,1.716,2.2723,2.5045
198704,-2.6588,-3.0393,-3.6764,-1.8092,-0.9866,-1.4797
198705,-0.2914,-0.0178,0.7521,1.3662,-0.1041,0.7692
198706,1.4703,3.2477,3.501,4.6965,5.3915,4.6837
198707,2.1862,3.2683,5.3606,5.5855,3.4914,3.7571
198708,2.9036,3.747,2.9865,4.6748,4.3695,2.7442
198709,-2.5556,-1.2714,-1.4034,-1.9436,-2.2765,-2.565
198710,-32.4236,-27.9287,-27.7086,-23.1531,-20.2032,-19.4692
198711,-6.6815,-4.0069,-3.4113,-8.7884,-7.8368,-5.8068
198712,9.2865,6.9471,4.631,9.1687,6.377,4.9294
198801,2.2218,4.8707,6.2758,2.0525,5.6668,7.9771
198802,8.4398,7.9696,7.1324,5.4123,4.5956,3.473
198803,3.6934,3.9615,3.2707,-3.0781,-3.2204,-1.2173
198804,1.3469,1.9725,2.55,-0.6483,2.0859,1.5508
198805,-2.9836,-1.7367,-0.4338,0.0117,0.6304,2.114
198806,7.7356,6.8083,6.3479,4.7797,5.6218,3.9799
198807,-2.3172,-0.2547,0.3163,-1.539,-0.2824,0.2339
198808,-4.1209,-1.6598,-1.3949,-2.8763,-3.127,-1.356
198809,2.6312,3.0537,2.7014,5.0695,3.4711,3.6335
198810,-2.05,-0.0113,0.5872,2.2705,1.933,3.0337
198811,-3.8522,-2.6113,-2.5999,-1.6852,-1.8554,-0.3381
198812,4.0078,3.9609,2.9482,2.769,1.5733,0.7443
198901,4.3616,4.5195,5.3753,7.0719,6.5742,7.0291
198902,0.4551,0.8429,1.2585,-2.3386,-2.0583,-1.3437
198903,2.586,2.9665,3.4429,2.5152,1.6484,2.6064
198904,4.7605,4.3811,3.9054,6.0028,4.7736,4.023
198905,4.7442,3.6565,3.7815,4.8089,3.5536,3.9659
